season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college
2022-01-01,1631166,Drew,Timme,Drew Timme,C,80.25,6' 8.25'',81.25,6' 9.25'',231.60,86.0,7' 2.00'',107.5,8' 11.50'',15.7,9.0,10.0,25.5,31.5,11.71,3.31,3.38,0.0,Sin_Dato,,,,,11-25,,,,,,,,,,,,,13-30,,Sin_Dato,Sin_Dato,10-25
2022-01-01,1631133,Jabari,Walker,Jabari Walker,PF,78.75,6' 6.75'',80.0,6' 8.00'',213.80,82.75,6' 10.75'',105.0,8' 9.00'',12.1,8.75,9.75,29.5,32.5,11.53,3.12,3.24,0.0,Sin_Dato,,,,,15-25,,,,,,,,,,,,,14-30,,Sin_Dato,Sin_Dato,11-25
2022-01-01,1631102,TyTy,Washington Jr.,TyTy Washington Jr.,SG,74.25,6' 2.25'',75.75,6' 3.75'',196.40,80.0,6' 8.00'',99.5,8' 3.50'',12.0,8.5,9.25,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2022-01-01,1631212,Peyton,Watson,Peyton Watson,SF,78.75,6' 6.75'',80.0,6' 8.00'',203.40,84.5,7' 0.50'',107.5,8' 11.50'',5.2,8.5,9.5,28.0,33.5,11.03,3.24,3.28,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2022-01-01,1631104,Blake,Wesley,Blake Wesley,SG,75.0,6' 3.00'',76.25,6' 4.25'',187.20,81.25,6' 9.25'',103.0,8' 7.00'',5.6,8.25,9.0,30.0,36.0,11.55,3.25,3.21,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2022-01-01,1631214,Alondes,Williams,Alondes Williams,SG,75.75,6' 3.75'',77.0,6' 5.00'',209.00,79.0,6' 7.00'',102.0,8' 6.00'',7.2,8.5,9.25,30.0,35.5,10.96,3.11,3.15,0.0,Sin_Dato,,,,,15-25,,,,,,,,,,,,,16-30,,Sin_Dato,Sin_Dato,11-25
2022-01-01,1631114,Jalen,Williams,Jalen Williams,SG,76.5,6' 4.50'',77.75,6' 5.75'',209.20,86.25,7' 2.25'',105.5,8' 9.50'',8.9,8.5,9.5,33.5,39.0,11.13,3.17,3.11,0.0,Sin_Dato,,,,,13-25,,,,,,,,,,,,,21-30,,Sin_Dato,Sin_Dato,13-25
2022-01-01,1631119,Jaylin,Williams,Jaylin Williams,C,80.75,6' 8.75'',82.0,6' 10.00'',236.60,85.0,7' 1.00'',108.5,9' 0.50'',8.0,8.5,10.5,24.5,30.0,11.64,3.1,3.5,0.0,Sin_Dato,,,,,10-25,,,,,,,,,,,,,16-30,,Sin_Dato,Sin_Dato,10-25
2022-01-01,1630652,Trevion,Williams,Trevion Williams,C,79.25,6' 7.25'',80.75,6' 8.75'',264.60,86.75,7' 2.75'',108.5,9' 0.50'',10.8,9.0,10.25,27.5,30.0,12.75,3.46,3.48,0.0,Sin_Dato,,,,,7-25,,,,,,,,,,,,,14-30,,Sin_Dato,Sin_Dato,11-25
2022-01-01,1631258,Bryson,Williams,Bryson Williams,PF-C,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2022-01-01,1631109,Mark,Williams,Mark Williams,C,84.0,7' 0.00'',86.0,7' 2.00'',242.40,90.5,7' 6.50'',117.0,9' 9.00'',5.4,9.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2022-01-01,1630592,Jalen,Wilson,Jalen Wilson,SF-PF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2022-01-01,1630855,Fanbo,Zeng,Fanbo Zeng,SF-PF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641725,Trey,Alexander,Trey Alexander,SG,75.25,6' 3.25'',0.0,Sin_Dato,184.60,82.0,6' 10.00'',101.5,8' 5.50'',Sin_Dato,8.5,8.75,29.5,34.0,11.6,0.0,3.35,0.0,Sin_Dato,,,,,17-25,,,,,,,,,,,,,21-30,,Sin_Dato,Sin_Dato,9-25
2023-01-01,1641735,Amari,Bailey,Amari Bailey,SG,75.25,6' 3.25'',0.0,Sin_Dato,190.80,79.0,6' 7.00'',103.5,8' 7.50'',Sin_Dato,8.0,9.25,28.5,35.0,11.34,0.0,3.19,0.0,Sin_Dato,,,,,15-25,,,,,,,,,,,,,24-30,,Sin_Dato,Sin_Dato,11-25
2023-01-01,1641734,Emoni,Bates,Emoni Bates,SF,80.25,6' 8.25'',0.0,Sin_Dato,179.20,81.0,6' 9.00'',105.0,8' 9.00'',Sin_Dato,8.0,8.25,27.0,32.5,11.54,0.0,3.49,0.0,Sin_Dato,,,,,17-25,,,,,,,,,,,,,23-30,,Sin_Dato,Sin_Dato,19-25
2023-01-01,1641736,Reece,Beekman,Reece Beekman,PG,73.5,6' 1.50'',0.0,Sin_Dato,190.60,79.0,6' 7.00'',100.5,8' 4.50'',Sin_Dato,8.5,8.25,30.5,38.0,10.99,3.33,3.14,0.0,Sin_Dato,,,,,12-25,,,,,,,,,,,,,22-30,,Sin_Dato,Sin_Dato,15-25
2023-01-01,1641710,Anthony,Black,Anthony Black,PG,77.75,6' 5.75'',0.0,Sin_Dato,210.00,79.5,6' 7.50'',102.5,8' 6.50'',Sin_Dato,8.25,9.5,32.0,39.0,11.04,0.0,3.35,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641737,Adem,Bona,Adem Bona,C,80.25,6' 8.25'',0.0,Sin_Dato,243.40,0.0,Sin_Dato,110.5,9' 2.50'',Sin_Dato,9.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641738,Kobe,Brown,Kobe Brown,PF,78.5,6' 6.50'',0.0,Sin_Dato,252.20,84.75,7' 0.75'',106.5,8' 10.50'',Sin_Dato,8.75,9.75,28.5,32.0,11.39,3.23,3.33,0.0,Sin_Dato,,,,,14-25,,,,,,,,,,,,,15-30,,Sin_Dato,Sin_Dato,11-25
2023-01-01,1641723,Kobe,Bufkin,Kobe Bufkin,SG,76.25,6' 4.25'',0.0,Sin_Dato,186.80,79.75,6' 7.75'',102.5,8' 6.50'',Sin_Dato,8.0,9.25,29.0,36.0,11.71,0.0,3.26,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641739,Toumani,Camara,Toumani Camara,PF,79.0,6' 7.00'',0.0,Sin_Dato,220.40,84.5,7' 0.50'',107.0,8' 11.00'',Sin_Dato,9.0,10.0,28.5,33.0,10.7,3.19,3.41,0.0,Sin_Dato,,,,,15-25,,,,,,,,,,,,,21-30,,Sin_Dato,Sin_Dato,13-25
2023-01-01,1631321,Sidy,Cissoko,Sidy Cissoko,SF,77.5,6' 5.50'',0.0,Sin_Dato,223.80,81.75,6' 9.75'',104.0,8' 8.00'',Sin_Dato,9.25,10.0,30.5,35.5,11.24,0.0,3.31,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641740,Jaylen,Clark,Jaylen Clark,SG,76.0,6' 4.00'',0.0,Sin_Dato,204.20,81.0,6' 9.00'',101.5,8' 5.50'',Sin_Dato,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641730,Noah,Clowney,Noah Clowney,PF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641731,Bilal,Coulibaly,Bilal Coulibaly,SG-SF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641741,Ricky,Council IV,Ricky Council IV,SF,77.0,6' 5.00'',0.0,Sin_Dato,208.00,81.0,6' 9.00'',103.0,8' 7.00'',Sin_Dato,7.75,8.5,30.5,37.0,11.2,3.21,3.33,0.0,Sin_Dato,,,,,12-25,,,,,,,,,,,,,15-30,,Sin_Dato,Sin_Dato,10-25
2023-01-01,1641711,Gradey,Dick,Gradey Dick,SG,78.25,6' 6.25'',0.0,Sin_Dato,204.00,80.75,6' 8.75'',101.0,8' 5.00'',Sin_Dato,8.25,9.0,29.0,34.0,11.13,2.98,3.5,0.0,Sin_Dato,,,,,15-25,,,,,,,,,,,,,23-30,,Sin_Dato,Sin_Dato,16-25
2023-01-01,1641743,Nikola,Djurisic,Nikola Djurisic,SF,79.0,6' 7.00'',0.0,Sin_Dato,217.60,80.25,6' 8.25'',102.0,8' 6.00'',Sin_Dato,8.25,9.5,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641744,Zach,Edey,Zach Edey,C,87.25,7' 3.25'',0.0,Sin_Dato,306.40,94.5,7' 10.50'',115.5,9' 7.50'',Sin_Dato,9.75,11.0,26.0,29.5,11.37,0.0,3.45,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641745,Adam,Flagler,Adam Flagler,PG,73.0,6' 1.00'',0.0,Sin_Dato,191.80,76.5,6' 4.50'',97.0,8' 1.00'',Sin_Dato,8.0,9.25,31.0,36.0,10.96,0.0,3.24,0.0,Sin_Dato,,,,,14-25,,,,,,,,,,,,,21-30,,Sin_Dato,Sin_Dato,17-25
2023-01-01,1641718,Keyonte,George,Keyonte George,SG,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1631243,Mouhamed,Gueye,Mouhamed Gueye,C,82.25,6' 10.25'',0.0,Sin_Dato,212.60,87.25,7' 3.25'',110.5,9' 2.50'',Sin_Dato,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641722,Jordan,Hawkins,Jordan Hawkins,SG,76.25,6' 4.25'',0.0,Sin_Dato,186.00,78.75,6' 6.75'',101.5,8' 5.50'',Sin_Dato,8.25,8.75,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641746,Coleman,Hawkins,Coleman Hawkins,PF,80.5,6' 8.50'',0.0,Sin_Dato,224.40,84.25,7' 0.25'',108.5,9' 0.50'',Sin_Dato,8.75,8.75,26.5,32.5,12.14,0.0,3.37,0.0,Sin_Dato,,,,,17-25,,,,,,,,,,,,,17-30,,Sin_Dato,Sin_Dato,17-25
2023-01-01,1630703,Scoot,Henderson,Scoot Henderson,PG,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641707,Taylor,Hendricks,Taylor Hendricks,PF,80.25,6' 8.25'',0.0,Sin_Dato,213.60,84.5,7' 0.50'',107.0,8' 11.00'',Sin_Dato,9.25,10.25,32.5,36.0,11.27,0.0,3.32,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641747,DaRon,Holmes II,DaRon Holmes II,C,81.0,6' 9.00'',0.0,Sin_Dato,220.80,84.5,7' 0.50'',109.0,9' 1.00'',Sin_Dato,8.5,9.5,29.5,35.0,11.48,0.0,3.2,0.0,Sin_Dato,,,,,12-25,,,,,,,,,,,,,15-30,,Sin_Dato,Sin_Dato,11-25
2023-01-01,1641720,Jalen,Hood-Schifino,Jalen Hood-Schifino,PG,76.25,6' 4.25'',0.0,Sin_Dato,216.60,82.25,6' 10.25'',100.5,8' 4.50'',Sin_Dato,9.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641724,Jett,Howard,Jett Howard,SF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641713,GG,Jackson,GG Jackson,PF,80.25,6' 8.25'',0.0,Sin_Dato,214.40,83.5,6' 11.50'',106.0,8' 10.00'',Sin_Dato,8.5,10.0,31.0,37.0,11.39,0.0,3.21,0.0,Sin_Dato,,,,,11-25,,,,,,,,,,,,,14-30,,Sin_Dato,Sin_Dato,11-25
2023-01-01,1641748,Andre,Jackson Jr.,Andre Jackson Jr.,SF,77.5,6' 5.50'',0.0,Sin_Dato,198.40,81.75,6' 9.75'',103.0,8' 7.00'',Sin_Dato,8.25,9.5,30.5,39.5,10.83,0.0,3.14,0.0,Sin_Dato,,,,,11-25,,,,,,,,,,,,,18-30,,Sin_Dato,Sin_Dato,15-25
2023-01-01,1631218,Trayce,Jackson-Davis,Trayce Jackson-Davis,C,80.25,6' 8.25'',0.0,Sin_Dato,240.40,85.0,7' 1.00'',106.0,8' 10.00'',Sin_Dato,9.25,10.75,33.0,36.5,11.8,3.23,3.2,0.0,Sin_Dato,,,,,10-25,,,,,,,,,,,,,18-30,,Sin_Dato,Sin_Dato,12-25
2023-01-01,1631170,Jaime,Jaquez Jr.,Jaime Jaquez Jr.,SF,78.0,6' 6.00'',0.0,Sin_Dato,226.40,81.5,6' 9.50'',99.5,8' 3.50'',Sin_Dato,8.5,9.5,34.5,39.0,11.21,0.0,3.33,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641749,Keyontae,Johnson,Keyontae Johnson,SF,76.0,6' 4.00'',0.0,Sin_Dato,238.60,84.0,7' 0.00'',103.0,8' 7.00'',Sin_Dato,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641732,Colby,Jones,Colby Jones,SG,76.5,6' 4.50'',0.0,Sin_Dato,199.20,80.0,6' 8.00'',103.0,8' 7.00'',Sin_Dato,8.25,8.5,30.5,35.0,11.14,3.13,3.33,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641750,Ryan,Kalkbrenner,Ryan Kalkbrenner,C,84.75,7' 0.75'',0.0,Sin_Dato,251.80,89.0,7' 5.00'',112.5,9' 4.50'',Sin_Dato,9.25,11.0,28.0,30.5,12.27,0.0,3.39,0.0,Sin_Dato,,,,,12-25,,,,,,,,,,,,,11-30,,Sin_Dato,Sin_Dato,12-25
2023-01-01,1641751,Arthur,Kaluma,Arthur Kaluma,PF,78.25,6' 6.25'',0.0,Sin_Dato,221.80,84.5,7' 0.50'',103.5,8' 7.50'',Sin_Dato,8.5,10.0,32.5,34.5,11.35,3.26,3.44,0.0,Sin_Dato,,,,,17-25,,,,,,,,,,,,,20-30,,Sin_Dato,Sin_Dato,16-25
2023-01-01,1631340,Mojave,King,Mojave King,SG,75.75,6' 3.75'',0.0,Sin_Dato,200.60,80.0,6' 8.00'',101.0,8' 5.00'',Sin_Dato,8.75,9.5,33.5,42.0,11.07,0.0,3.18,0.0,Sin_Dato,,,,,16-25,,,,,,,,,,,,,24-30,,Sin_Dato,Sin_Dato,13-25
2023-01-01,1641752,Bobi,Klintman,Bobi Klintman,PF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641721,Maxwell,Lewis,Maxwell Lewis,SG,78.25,6' 6.25'',0.0,Sin_Dato,207.20,84.0,7' 0.00'',104.5,8' 8.50'',Sin_Dato,8.75,9.5,32.5,36.5,11.4,0.0,3.43,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641726,Dereck,Lively Jr.,Dereck Lively Jr.,C,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641753,Chris,Livingston,Chris Livingston,SF,78.0,6' 6.00'',0.0,Sin_Dato,219.20,83.25,6' 11.25'',104.5,8' 8.50'',Sin_Dato,8.5,9.0,30.5,37.0,11.65,0.0,3.27,0.0,Sin_Dato,,,,,10-25,,,,,,,,,,,,,21-30,,Sin_Dato,Sin_Dato,12-25
2023-01-01,1641754,Seth,Lundy,Seth Lundy,SF,76.0,6' 4.00'',0.0,Sin_Dato,214.40,82.25,6' 10.25'',104.0,8' 8.00'',Sin_Dato,8.5,9.0,31.5,35.5,11.02,0.0,3.15,0.0,Sin_Dato,,,,,16-25,,,,,,,,,,,,,25-30,,Sin_Dato,Sin_Dato,16-25
2023-01-01,1631256,Kevin,McCullar,Kevin McCullar,SF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641756,Mike,Miles Jr.,Mike Miles Jr.,PG,72.75,6' 0.75'',0.0,Sin_Dato,205.00,72.5,6' 0.50'',96.0,8' 0.00'',Sin_Dato,8.0,8.25,33.0,37.0,11.01,3.24,3.11,0.0,Sin_Dato,,,,,16-25,,,,,,,,,,,,,19-30,,Sin_Dato,Sin_Dato,11-25
2023-01-01,1641757,Jordan,Miller,Jordan Miller,SF,76.5,6' 4.50'',0.0,Sin_Dato,191.60,83.75,6' 11.75'',103.5,8' 7.50'',Sin_Dato,8.5,9.25,32.0,36.5,11.43,3.21,3.17,0.0,Sin_Dato,,,,,13-25,,,,,,,,,,,,,16-30,,Sin_Dato,Sin_Dato,8-25
2023-01-01,1641706,Brandon,Miller,Brandon Miller,SF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1631159,Leonard,Miller,Leonard Miller,PF,81.25,6' 9.25'',0.0,Sin_Dato,212.80,86.0,7' 2.00'',106.5,8' 10.50'',Sin_Dato,9.5,10.5,32.0,37.5,11.0,0.0,3.33,0.0,Sin_Dato,,,,,8-25,,,,,,,,,,,,,14-30,,Sin_Dato,Sin_Dato,15-25
2023-01-01,1641758,Judah,Mintz,Judah Mintz,PG,75.0,6' 3.00'',0.0,Sin_Dato,176.40,75.5,6' 3.50'',98.0,8' 2.00'',Sin_Dato,8.25,9.25,28.5,37.0,10.32,3.13,3.24,0.0,Sin_Dato,,,,,14-25,,,,,,,,,,,,,17-30,,Sin_Dato,Sin_Dato,13-25
2023-01-01,1641759,Dillon,Mitchell,Dillon Mitchell,PF,78.75,6' 6.75'',0.0,Sin_Dato,193.00,82.0,6' 10.00'',105.0,8' 9.00'',Sin_Dato,8.25,9.5,29.0,37.0,10.92,0.0,3.32,0.0,Sin_Dato,,,,,16-25,,,,,,,,,,,,,17-30,,Sin_Dato,Sin_Dato,12-25
2023-01-01,1641760,Omari,Moore,Omari Moore,SG,77.25,6' 5.25'',0.0,Sin_Dato,188.60,81.75,6' 9.75'',103.5,8' 7.5'',Sin_Dato,9.0,10.25,29.0,35.5,10.8,0.0,3.22,0.0,Sin_Dato,,,,,21-25,,,,,,,,,,,,,13-30,,Sin_Dato,Sin_Dato,15-25
2023-01-01,1631200,Kris,Murray,Kris Murray,PF,79.75,6' 7.75'',0.0,Sin_Dato,212.80,83.75,6' 11.75'',106.0,8' 10.00'',Sin_Dato,8.5,9.0,29.5,35.0,11.11,0.0,3.3,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641761,Grant,Nelson,Grant Nelson,PF,82.0,6' 10.00'',0.0,Sin_Dato,223.40,84.0,7' 0.00'',106.5,8' 10.50'',Sin_Dato,9.0,9.5,32.0,35.5,9.99,0.0,3.21,0.0,Sin_Dato,,,,,14-25,,,,,,,,,,,,,19-30,,Sin_Dato,Sin_Dato,9-25
2023-01-01,1641762,James,Nnaji,James Nnaji,C,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641763,Julian,Phillips,Julian Phillips,SF,78.75,6' 6.75'',0.0,Sin_Dato,196.60,83.5,6' 11.50'',102.0,8' 6.00'',Sin_Dato,8.5,9.0,36.0,43.0,11.09,0.0,3.32,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1629618,Jalen,Pickett,Jalen Pickett,PG,74.0,6' 2.00'',0.0,Sin_Dato,197.80,79.25,6' 7.25'',98.5,8' 2.50'',Sin_Dato,8.5,7.5,28.5,33.0,11.91,3.41,3.35,0.0,Sin_Dato,,,,,16-25,,,,,,,,,,,,,15-30,,Sin_Dato,Sin_Dato,14-25
2023-01-01,1641764,Brandin,Podziemski,Brandin Podziemski,SG,75.75,6' 3.75'',0.0,Sin_Dato,203.80,77.5,6' 5.50'',96.5,8' 0.50'',Sin_Dato,8.25,10.0,31.5,39.0,11.16,3.2,3.21,0.0,Sin_Dato,,,,,16-25,,,,,,,,,,,,,19-30,,Sin_Dato,Sin_Dato,18-25
2023-01-01,1641765,Olivier-Maxence,Prosper,Olivier-Maxence Prosper,PF,78.75,6' 6.75'',0.0,Sin_Dato,212.40,85.0,7' 1.00'',104.0,8' 8.00'',Sin_Dato,8.25,10.0,35.0,40.5,10.59,3.0,3.21,0.0,Sin_Dato,,,,,16-25,,,,,,,,,,,,,17-30,,Sin_Dato,Sin_Dato,16-25
2023-01-01,1641712,Rayan,Rupert,Rayan Rupert,SF,78.0,6' 6.00'',0.0,Sin_Dato,193.20,86.0,7' 2.00'',106.0,8' 10.00'',Sin_Dato,8.5,9.5,27.5,32.5,11.18,0.0,3.43,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1641766,Adama,Sanogo,Adama Sanogo,C,79.25,6' 7.25'',0.0,Sin_Dato,257.80,86.75,7' 2.75'',108.5,9' 0.50'',Sin_Dato,9.75,10.0,28.5,31.0,11.5,0.0,3.31,0.0,Sin_Dato,,,,,14-25,,,,,,,,,,,,,19-30,,Sin_Dato,Sin_Dato,11-25
2023-01-01,1631204,Marcus,Sasser,Marcus Sasser,PG,73.25,6' 1.25'',0.0,Sin_Dato,195.60,79.0,6' 7.00'',99.5,8' 3.50'',Sin_Dato,8.75,9.5,27.0,35.0,10.68,0.0,3.43,0.0,Sin_Dato,,,,,20-25,,,,,,,,,,,,,24-30,,Sin_Dato,Sin_Dato,20-25
2023-01-01,1641729,Brice,Sensabaugh,Brice Sensabaugh,SF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2023-01-01,1630545,Terrence,Shannon Jr.,Terrence Shannon Jr.,SF,77.5,6' 5.50'',0.0,Sin_Dato,220.00,80.0,6' 8.00'',102.0,8' 6.00'',Sin_Dato,8.25,8.0,32.0,37.5,10.36,0.0,3.06,0.0,Sin_Dato,,,,,19-25,,,,,,,,,,,,,21-30,,Sin_Dato,Sin_Dato,14-25
2023-01-01,1641767,Ben,Sheppard,Ben Sheppard,SG,77.25,6' 5.25'',0.0,Sin_Dato,194.60,79.75,6' 7.75'',100.0,8' 4.00'',Sin_Dato,8.5,9.5,29.5,35.5,10.88,2.98,3.17,0.0,Sin_Dato,,,,,15-25,,,,,,,,,,,,,22-30,,Sin_Dato,Sin_Dato,14-25
